0 0 0 .BO.CC.BO.DDAAO..PEQQQ.PEFFG.P...GHH  
2 1 1 .BOCC..BO.DDAAO..PEQQQ.PEFFG.P...GHH C99  
2 1 1 .BO.CC.BO.DDAAO..P.QQQ.PEFFG.PE..GHH E99  
2 1 1 .BO.CC.BO.DDAAO..PE.QQQPEFFG.P...GHH Q99  
2 1 1 .BO.CC.BODD.AAO..PEQQQ.PEFFG.P...GHH D99  
3 2 1 .BOCC..BO.DDAAO..PE.QQQPEFFG.P...GHH Q99 C99  
3 2 1 .BO.CC.BO.DDAAO..P..QQQPEFFG.PE..GHH Q99 E99  
3 2 1 .BO.CC.BODD.AAO..PE.QQQPEFFG.P...GHH D99 Q99  
3 2 1 .BO.CC.BODDPAAO..PEQQQ.PEFFG.....GHH P99 D99  
3 2 1 .BO.CC.BODD.AAO..P.QQQ.PEFFG.PE..GHH D99 E99  
3 2 1 .BOCC..BO.DDAAO..P.QQQ.PEFFG.PE..GHH E99 C99  
3 2 1 .BO.CC.BO.DDAAO..PQQQ..PEFFG.PE..GHH Q99 E99  
3 2 1 .BOCC..BODD.AAO..PEQQQ.PEFFG.P...GHH D99 C99  
4 3 1 .BOCC..BO.DDAAO..P..QQQPEFFG.PE..GHH E99 Q99 C99  
4 3 1 .BO.CC.BODDPAAO..PE.QQQPEFFG.....GHH P99 D99 Q99  
4 3 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE...HH G96 Q99 E99  
4 3 1 .BOCCP.BODDPAAO..PEQQQ..EFFG.....GHH P98 D99 C99  
4 3 1 .BO.CC.BODD.AAO..P..QQQPEFFG.PE..GHH D99 Q99 E99  
4 3 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE...HH G97 Q99 E99  
4 3 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE...HH G98 Q99 E99  
4 3 1 .BO.CC.BODDPAAO..P.QQQ.PEFFG..E..GHH E99 P99 D99  
4 3 1 .BOCC..BODD.AAO..P.QQQ.PEFFG.PE..GHH C99 D99 E99  
4 3 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE...HH G99 Q99 E99  
4 3 1 .BOCC..BO.DDAAO..PQQQ..PEFFG.PE..GHH Q99 E99 C99  
4 3 1 .BOCC..BODDPAAO..PEQQQ.PEFFG.....GHH C99 P99 D99  
4 3 1 .BO.CC.BODD.AAO..PQQQ..PEFFG.PE..GHH Q99 D99 E99  
4 3 1 .BOCC..BODD.AAO..PE.QQQPEFFG.P...GHH D99 Q99 C99  
5 4 1 .BOCC..BODD.AAO..P..QQQPEFFG.PE..GHH D99 E99 Q99 C99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PE.FF.PE...HH F99 G96 Q99 E99  
5 4 1 .BOCCP.BODDPAAO..PE.QQQ.EFFG.....GHH Q99 P98 D99 C99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PE.FF.PE...HH F99 G98 Q99 E99  
5 4 1 .BO.CC.BODD.AAO..PQQQG.PEFFG.PE...HH D99 G99 Q99 E99  
5 4 1 .BOCC..BO.DDAAO..PQQQG.PEFFG.PE...HH C99 G99 Q99 E99  
5 4 1 .BO.CC.BODD.AAOG.PQQQG.PEFF..PE...HH D99 G98 Q99 E99  
5 4 1 .BOCC..BODDPAAO..PE.QQQPEFFG.....GHH C99 P99 D99 Q99  
5 4 1 .BOCC..BO.DDAAOG.PQQQG.PEFF..PE...HH C99 G98 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.P.QQQ.PEFF..PE...HH Q98 G97 Q99 E99  
5 4 1 .BO.CC.BODDPAAO..P..QQQPEFFG..E..GHH E99 P99 D99 Q99  
5 4 1 .BOCCP.BODDPAAO..PE..QQQEFFG.....GHH Q98 P98 D99 C99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PEHH... H97 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE.HH.. H98 G97 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..P..QQQPEFF..PE...HH Q97 G96 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE..HH. H99 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PE..FFPE...HH F98 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PE.FF.PE...HH F99 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.P..QQQPEFF..PE...HH Q97 G97 Q99 E99  
5 4 1 .BO.CC.BODDPAAO..PQQQ..PEFFG..E..GHH Q99 E99 P99 D99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE.HH.. H98 G99 Q99 E99  
5 4 1 .BOCC..BOGDDAAOG.PQQQ..PEFF..PE...HH C99 G97 Q99 E99  
5 4 1 .BOCCP.BODDPAAO..P.QQQ..EFFG..E..GHH E99 P98 D99 C99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PEHH... H97 G98 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..P.QQQ.PEFF..PE...HH Q98 G96 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PEHH... H97 G96 Q99 E99  
5 4 1 .BOCC..BODD.AAO..PQQQ..PEFFG.PE..GHH Q99 C99 D99 E99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE..HH. H99 G99 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE.HH.. H98 G96 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE..HH. H99 G96 Q99 E99  
5 4 1 .BOCC..BODDPAAO..P.QQQ.PEFFG..E..GHH C99 E99 P99 D99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PEHH... H97 G99 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE.HH.. H98 G98 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PE..FFPE...HH F98 G96 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE..HH. H99 G98 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PE..FFPE...HH F98 G98 Q99 E99  
16 15 1 CC...P..DD.P..OAAP..OQQQEBOGFFEB.GHH D98 C96 O96 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP..DD.PAA...PE.OQQQEBOGFF.BOGHH A96 B96 E98 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .BOCC..BODDP..OAAPQQQG.PE..GFFE...HH P97 G95 Q93 O94 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PDD...PAA...P..OQQQEBOGFFEBOGHH A94 D96 C97 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCCPDDO..P..OAAPQQQ...EB.GFFEB.GHH Q93 O94 D96 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP.DD..PAA...PE.OQQQEBOGFF.BOGHH A96 D97 B96 E98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PEB.DDPEBOAAP..OQQQ..OGFF...GHH B99 C98 E96 O96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..ODDP..OAAPE.OQQQEB.GFF.B.GHH E98 C98 O95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...P.BDD.PEBAA.PE.OQQQ..OGFF..OGHH E97 C96 B99 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PE.DD.PE.AA.P.BOQQQ.BOGFF..OGHH D98 C96 B97 E96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PE.ODDPE.OAAP..OQQQ.B.GFF.B.GHH E96 C97 O95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP..DD.P.AA..PE.OQQQEBOGFF.BOGHH A97 B96 E98 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PDD...PAA...P..OQQQEBOGFFEBOGHH A96 D96 B96 C98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P..ODDPE.OAAPE.OQQQ.B.GFF.B.GHH E97 C97 O95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P..ODDP..OAAPE.OQQQEB.GFF.B.GHH E98 C97 O95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CCO..P..ODDP..OAAPQQQ...EB.GFFEB.GHH Q93 O94 C96 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .BCC.P.B.DDP..AA.PE.OQQQE.OGFFHHOG.. A98 C98 O97 H96 E98 Q96 G96 F97 P98 C99 H97 D99 G98 Q99 E99  
16 15 1 .BCC.P.B.DDP.AA..PE.OQQQE.OGFFHHOG.. A99 C98 O97 H96 E98 Q96 G96 F97 P98 C99 H97 D99 G98 Q99 E99  
16 15 1 .BO.CC.BODDP..OAAP..QQQPE..GFFE..GHH C98 P97 Q95 O94 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PE.ODDPEBOAAP.BOQQQ...GFF...GHH B98 E96 C98 O95 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P...DDP.AA..PE.OQQQEBOGFF.BOGHH A97 B96 E98 C98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..DD.PEBAA.PEBOQQQ..OGFF..OGHH E97 C98 B98 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..DD.P.BAA.PEBOQQQE.OGFF..OGHH E98 C98 B98 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PE.ODDPE.OAAP.BOQQQ.B.GFF...GHH B97 E96 C98 O95 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PE.DD.PEBAA.P.BOQQQ..OGFF..OGHH E96 C97 B98 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P..DD.PEBAA.PEBOQQQ..OGFF..OGHH E97 C97 B98 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P.BDD.P.BAA.PE.OQQQE.OGFF..OGHH C97 B99 E98 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP..DD.PEAA..PE.OQQQ.BOGFF.BOGHH A97 B96 E97 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P..DD.P.BAA.PEBOQQQE.OGFF..OGHH E98 C97 B98 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PE..DDPEAA..P.BOQQQ.BOGFF..OGHH C97 A95 E96 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P...DDPAA...PE.OQQQEBOGFF.BOGHH A96 B96 E98 C98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PE..DDPEAA..P.BOQQQ.BOGFF..OGHH C98 A95 E96 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCPEDD..PEAA..P.BOQQQ.BOGFF..OGHH D97 A95 E96 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCC..BODDP.BOAAPQQQ..PE..GFFE..GHH P97 Q93 O94 B99 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P.BDD.PEBAA.PE.OQQQ..OGFF..OGHH C97 B99 E97 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PDD...P.AA..P.BOQQQEBOGFFE.OGHH A97 D96 B97 C98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PDD...P...AAPEBOQQQEBOGFF..OGHH D96 C96 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCPE.DD.PEAA..P.BOQQQ.BOGFF..OGHH D98 A95 E96 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P.DD..P.BAA.PEBOQQQE.OGFF..OGHH C97 E98 D97 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PDD...P.AA..P..OQQQEBOGFFEBOGHH A95 D96 C97 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.DD..P.BAA.PEBOQQQE.OGFF..OGHH C98 E98 D97 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P.DD..PEBAA.PEBOQQQ..OGFF..OGHH C97 E97 D97 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PDD...P.AA..P.BOQQQEBOGFFE.OGHH D96 C96 A95 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P...DDP.AA..PEBOQQQEBOGFF..OGHH C97 A95 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.DD..PEBAA.PEBOQQQ..OGFF..OGHH C98 E97 D97 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..ODDPE.OAAPEBOQQQ.B.GFF...GHH B97 E97 C98 O95 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCPE.DD.PEAA..P..OQQQ.BOGFF.BOGHH A97 B96 E96 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..ODDPEBOAAPEBOQQQ...GFF...GHH B98 E97 C98 O95 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.BODDPEBOAAPE.OQQQ...GFF...GHH B99 E97 C98 O95 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PDDO..P..OAAP..OQQQEB.GFFEB.GHH O95 D96 C98 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCCP..ODDP..OAAPEBQQQ.EB.GFF...GHH Q95 O94 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CCO..P..ODDP..OAAPEB.QQQEB.GFF...GHH O94 C96 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PDD...PE.AA.PE.OQQQ.BOGFF.BOGHH D96 B96 E97 C98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.DD..PE.AA.PE.OQQQ.BOGFF.BOGHH D97 B96 E97 C98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E.OCCPE.ODDP.BOAAP.BQQQ....GFF...GHH E95 Q95 O94 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..DD.PE.AA.PE.OQQQ.BOGFF.BOGHH D98 B96 E97 C98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PEBDD.PEBAA.P..OQQQ..OGFF..OGHH E96 C98 B99 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...P..ODDP..OAAPEBOQQQEB.GFF...GHH C96 O95 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...P...DDP..OAAPEBOQQQEBOGFF...GHH C96 O96 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.BDD.PEBAA.PE.OQQQ..OGFF..OGHH E97 C98 B99 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.BDD.P.BAA.PE.OQQQE.OGFF..OGHH E98 C98 B99 D98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PDD...PEBAA.PEBOQQQ..OGFF..OGHH E97 D96 B98 C98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E.CC.PE..DDP..OAAP.BOQQQ.BOGFF...GHH B97 C98 E95 O96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E.CC.PE..DDP.BOAAP.BOQQQ..OGFF...GHH B98 C98 E95 O96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PDD...P...AAPEBOQQQEBOGFF..OGHH D96 C97 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .BO.CC.BODDP..OAAP.QQQ.PE..GFFE..GHH C98 P97 Q94 O94 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E.CC.PE.ODDP..OAAP.BOQQQ.B.GFF...GHH C98 B97 E95 O95 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E..CCPE.DD.P..OAAP..OQQQ.BOGFF.B.GHH O96 E95 D98 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCPDD...PAA...PE.OQQQEBOGFF.BOGHH A96 D96 B96 E98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E.CC.PEB.DDP.BOAAP..OQQQ..OGFF...GHH B99 C98 E95 O96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCCP..ODDPAAO..P.QQQ..EB.GFFEB.GHH Q94 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PDD...P...AAPEBOQQQEBOGFF..OGHH D96 C98 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCCP..ODDPAAO..P..QQQ.EB.GFFEB.GHH Q95 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCCP..ODDPAAO..PE..QQQEB.GFF.B.GHH E98 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCPDDO..P..OAAPEBOQQQEB.GFF...GHH O95 D96 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ECC..PE.ODDP..OAAP.BOQQQ.B.GFF...GHH C97 B97 E95 O95 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCCPDDO..P..OAAPEB.QQQEB.GFF...GHH O94 D96 E98 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 EBOCCPEBODDP..OAAPQQQG.....GFF....HH G95 Q93 E95 O94 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 EBCC.PEBODDPAAO..P..OQQQ...GFF...GHH O95 A98 E95 C98 A99 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .BOCCPEBODDPE.OAAPQQQG.....GFF....HH G95 Q93 E96 O94 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P.DD..P.AA..P..OQQQEBOGFFEBOGHH D97 C97 A95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E.CC.PE..DDPAA...P.BOQQQ.BOGFF..OGHH A94 B97 E95 C98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCPDD...PEAA..PE.OQQQ.BOGFF.BOGHH E97 D96 A95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP.DD..P.AA..PE.OQQQEBOGFF.BOGHH E98 D97 A95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E..CCPEDD..PAA...P..OQQQ.BOGFF.BOGHH A94 E95 D97 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.DD..P.AA..P..OQQQEBOGFFEBOGHH D97 C98 A95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.PDD...P..OAAP.BOQQQEBOGFFE..GHH D96 C98 O96 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PDD...P..OAAP.BOQQQEBOGFFE..GHH D96 C97 O96 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCPEDD..PEAA..P..OQQQ.BOGFF.BOGHH A95 E96 D97 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PDD...P..OAAP.BOQQQEBOGFFE..GHH C96 D96 O96 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PEDD..PEBAA.P.BOQQQ..OGFF..OGHH E96 D97 C97 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PEBODDPEBOAAP..OQQQ...GFF...GHH E96 C96 O95 B99 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...P.DD..P..OAAP.BOQQQEBOGFFE..GHH C96 D97 O96 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ECC..PEDD..P.BAA.P.BOQQQ..OGFF..OGHH E95 D97 C97 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP.DD..PEAA..PE.OQQQ.BOGFF.BOGHH E97 D97 A95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PDD...PEBAA.PEBOQQQ..OGFF..OGHH D96 E97 C97 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ECC..PE.DD.P...AAP..OQQQ.BOGFF.BOGHH C97 E95 D98 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..P..DD.P.B.AAPEBOQQQE.OGFF..OGHH C97 E98 D98 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..DD.PEB.AAPEBOQQQ..OGFF..OGHH B98 D98 E97 C98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.BODDP.BOAAPE.OQQQE..GFF...GHH E98 C98 O95 B99 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PDD...P.BAA.PEBOQQQE.OGFF..OGHH D96 E98 C97 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PE.ODDPE.OAAP.BOQQQ.B.GFF...GHH E96 C97 O95 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...P..DD.P.B.AAPEBOQQQE.OGFF..OGHH C96 E98 D98 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP..DD.P.BOAAPEBOQQQE.OGFF...GHH O96 E98 D98 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E.OCCPE.ODDPAAO..P...QQQ.B.GFF.B.GHH O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .BCC.P.BDD.PE.OAAPE.OQQQ..OGFF...GHH O96 D98 E97 C98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PDD...P.BAA.PEBOQQQE.OGFF..OGHH D96 E98 C96 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 E.CC.PE.ODDP.BOAAP.BOQQQ...GFF...GHH B98 C98 E95 O95 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..DD.PE..AAPE.OQQQ.BOGFF.BOGHH B96 D98 E97 C98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PDD...PEBAA.PEBOQQQ..OGFF..OGHH D96 E97 C96 B98 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P..DD.PE..AAPEBOQQQ.BOGFF..OGHH B97 D98 E97 C98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..CC.P.BDD.PEB.AAPE.OQQQ..OGFF..OGHH B99 D98 E97 C98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PDD...PE.AA.PEBOQQQ.BOGFF..OGHH D96 E97 C96 B97 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...P.DD..PEB.AAPEBOQQQ..OGFF..OGHH C96 E97 D97 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCCP..ODDPE.OAAPEBQQQ..B.GFF...GHH Q95 O94 E97 B97 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...P.DD..PE.AA.PEBOQQQ.BOGFF..OGHH E97 D97 C96 B97 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PEBDD.PEBAA.P..OQQQ..OGFF..OGHH D98 C97 B99 E96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP.DD..PEBOAAPEBOQQQ..OGFF...GHH O96 E97 D97 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCPEDD..PEBOAAP.BOQQQ..OGFF...GHH O96 E96 D97 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ECC..PEBODDP.BOAAP..OQQQ...GFF...GHH E95 C97 O95 B99 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ...CCP.DD..P.BOAAPEBOQQQE.OGFF...GHH O96 E98 D97 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 ..OCCPDDO..P.BOAAPEB.QQQE..GFF...GHH O94 E98 D96 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 .CC..PEBODDPEBOAAP..OQQQ...GFF...GHH E96 C97 O95 B99 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
16 15 1 CC...PDDO..P.BOAAP.BOQQQE..GFFE..GHH C96 O95 D96 B98 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
