0 0 0 ...OOO...BCPAA.BCP..QDDP..QEE...QRRR  
1 1 0 ..OOO....BCPAA.BCP..QDDP..QEE...QRRR O99  
1 1 0 OOO......BCPAA.BCP..QDDP..QEE...QRRR O97  
1 1 0 ...OOO..QBCPAAQBCP..QDDP...EE....RRR Q98  
1 1 0 ...OOO...BCPAA.BCP..QDDP..Q.EE..QRRR E99  
1 1 0 ...OOO...BCPAAQBCP..QDDP..QEE....RRR Q99  
1 1 0 .OOO.....BCPAA.BCP..QDDP..QEE...QRRR O98  
1 1 0 ...OOO...BCP.AABCP..QDDP..QEE...QRRR A99  
1 1 0 ...OOO...BC.AA.BCP..QDDP..QEEP..QRRR P99  
1 1 0 ..QOOO..QBCPAAQBCP...DDP...EE....RRR Q97  
2 2 0 ..OOO....BCPAA.BCP..QDDP..Q.EE..QRRR E99 O99  
2 2 0 OOO.C....BCPAA.B.P..QDDP..QEE...QRRR C99 O97  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE.RRR... R97 Q98  
2 2 0 ...OOO...BCPAAQBCP..QDDP..Q.EE...RRR Q99 E99  
2 2 0 ..QOOO..QBC.AAQBCP...DDP...EEP...RRR Q97 P99  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE.RRR... R97 Q97  
2 2 0 ...OOO...BCP.AABCP..QDDP..Q.EE..QRRR A99 E99  
2 2 0 OOOB.....BCPAA..CP..QDDP..QEE...QRRR B99 O97  
2 2 0 .OOO.....BCPAA.BCP..QDDP..Q.EE..QRRR O98 E99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE..RRR.. R98 Q98  
2 2 0 ..OOO...QBCPAAQBCP..QDDP...EE....RRR Q98 O99  
2 2 0 OOO......BCPAA.BCP..QDDP..Q.EE..QRRR E99 O97  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE...RRR. R99 Q98  
2 2 0 ...OOO..QBCPAAQBCP..QDDPEE.......RRR E97 Q98  
2 2 0 ..OOO....BCPAAQBCP..QDDP..QEE....RRR Q99 O99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP.EE......RRR E98 Q98  
2 2 0 ...OOO..QBCPAAQBCP..QDDP..EE.....RRR E99 Q98  
2 2 0 ..OOO....BCP.AABCP..QDDP..QEE...QRRR A99 O99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP....EE...RRR E99 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP....EE...RRR Q97 E99  
2 2 0 ...OOO...BC..AABCP..QDDP..QEEP..QRRR P99 A99  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE..RRR.. R98 Q97  
2 2 0 ...OOO..QBC.AAQBCP..QDDP...EEP...RRR P99 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE...RRR. R99 Q97  
2 2 0 ..QOOO..QBCPAAQBCP...DDPEE.......RRR E97 Q97  
2 2 0 ..OOO....BC.AA.BCP..QDDP..QEEP..QRRR P99 O99  
2 2 0 .OOO....QBCPAAQBCP..QDDP...EE....RRR O98 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP.EE......RRR E98 Q97  
2 2 0 ..QOOO..QBCPAAQBCP...DDP..EE.....RRR E99 Q97  
2 2 0 OOO.....QBCPAAQBCP..QDDP...EE....RRR Q98 O97  
2 2 0 ..QOOO..QBCPAAQBCPDD...P...EE....RRR D97 Q97  
2 2 0 ..QOOO..QBCPAAQBCP.DD..P...EE....RRR D98 Q97  
2 2 0 ..OOOP...BCPAA.BCP..QDD...QEE...QRRR P99 O99  
2 2 0 OOO......BCPAAQBCP..QDDP..QEE....RRR Q99 O97  
2 2 0 .OOO.....BC.AA.BCP..QDDP..QEEP..QRRR P99 O98  
2 2 0 ..QOOO..QBCPAAQBCP..DD.P...EE....RRR D99 Q97  
2 2 0 .OOO.....BCP.AABCP..QDDP..QEE...QRRR A99 O98  
2 2 0 OOO......BCP.AABCP..QDDP..QEE...QRRR A99 O97  
2 2 0 .OOO.P...BCPAA.BCP..QDD...QEE...QRRR P99 O98  
2 2 0 .OOOC....BCPAA.B.P..QDDP..QEE...QRRR C99 O98  
2 2 0 OOO......BC.AA.BCP..QDDP..QEEP..QRRR P99 O97  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE..RRR.. R98 Q99  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE.RRR... R97 Q99  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE...RRR. R99 Q99  
2 2 0 OOO..P...BCPAA.BCP..QDD...QEE...QRRR P99 O97  
2 2 0 ...OOO...BC.AAQBCP..QDDP..QEEP...RRR P99 Q99  
2 2 0 .OOO.....BCPAAQBCP..QDDP..QEE....RRR O98 Q99  
5 5 0 OOO.C....BC.AAQB.P..QDDP..QEEP.RRR.. C99 O97 P99 R98 Q99  
5 5 0 ..QOOO..Q.C.AAQBCPDD.B.P...EEP..RRR. B99 D97 R99 Q97 P99  
5 5 0 ..QOOO..QBC.AAQBCPDD...PEE...P..RRR. E97 D97 R99 Q97 P99  
5 5 0 ..QOOO..QB.PAAQBCP..DDCPEE.....RRR.. E97 R98 C99 D99 Q97  
5 5 0 OOOB.....BC.AAQ.C...QDDP..QEEP.RRR.P B99 P98 R98 Q99 O97  
5 5 0 OOOB.....BC.AAQ.CP..QDDP..QEEP.RRR.. B99 O97 P99 R98 Q99  
5 5 0 OOO.C....BC.AAQB....QDDP..QEEP.RRR.P C99 P98 R98 Q99 O97  
5 5 0 .OOOCP...BCP.AAB.P..QDD...Q.EE..QRRR C99 A99 P99 O98 E99  
5 5 0 ...OOO..QBCPAAQBCPDDQ..P..EE...RRR.. R98 Q96 D97 E99 Q97  
5 5 0 OOO..P...BCPAAQBCP..QDD...Q.EE.RRR.. E99 P99 R98 Q99 O97  
5 5 0 ..QOOO..Q.C.AAQBC..DDB.P...EEPRRR..P P98 B99 D98 R97 Q97  
5 5 0 ...OOO..QBCPAAQBCPDDQ..P..EE....RRR. R99 Q96 D97 E99 Q97  
5 5 0 ...OOO..QB.PAAQB.PDDQ.CP..EEC....RRR C98 Q96 D97 E99 Q97  
5 5 0 OOO..P...BCPAAQBCP..Q.DD..QEE..RRR.. D99 P99 R98 Q99 O97  
5 5 0 ..OOOP....CPAA.BCP..QBDD..Q.EE..QRRR B99 D99 P99 E99 O99  
5 5 0 OOOB.P...BCPAAQ.CP..QDD...QEE...RRR. B99 P99 R99 Q99 O97  
5 5 0 OOOB....QBC.AAQ.C...QDDP...EEP.RRR.P B99 O97 P98 R98 Q98  
5 5 0 ..QOOO..QB..AAQBCP..DDCPEE...P...RRR P99 E97 C99 D99 Q97  
5 5 0 ..QOOO..QB.PAAQBCPDD..CP....EERRR... C99 R97 D97 Q97 E99  
5 5 0 ..QOOO..Q.CPAAQ.CPDD.B.P...BEE..RRR. B98 R99 D97 Q97 E99  
5 5 0 ..OOO....BC.AA.BCPDDQ..P..QEEP..QRRR P99 O99 Q94 D97 Q97  
5 5 0 ..OOOP...BCPAA.BCPDDQ.....QEE...QRRR P99 O99 Q94 D97 Q97  
5 5 0 ..QOOO..QB.PAAQBCP..DDCPEE......RRR. E97 R99 C99 D99 Q97  
5 5 0 ..OOO....B.PAA.BCPDDQ.CP..QEE...QRRR C99 O99 Q94 D97 Q97  
5 5 0 .OOO.....BC.AA.BCPDDQ..P..QEEP..QRRR P99 O98 Q94 D97 Q97  
5 5 0 ...OOO..QBCPAAQBCPDDQ..P....EERRR... R97 Q96 D97 Q97 E99  
5 5 0 ..QOOO..QB.PAAQBCP..DDCP..EE..RRR... R97 E99 C99 D99 Q97  
5 5 0 .OOO.P...BCPAA.BCPDDQ.....QEE...QRRR P99 O98 Q94 D97 Q97  
5 5 0 .OOO.....B.PAA.BCPDDQ.CP..QEE...QRRR C99 O98 Q94 D97 Q97  
5 5 0 ..QOOO..QB.PAAQBCP..DDCP.EE...RRR... R97 E98 C99 D99 Q97  
5 5 0 .OOOC....BCPAA.B.PDDQ..P..QEE...QRRR C99 O98 Q94 D97 Q97  
5 5 0 OOO......BC.AA.BCPDDQ..P..QEEP..QRRR P99 O97 Q94 D97 Q97  
5 5 0 OOO.....QBC.AAQBCP..QDDPEE...P.RRR.. E97 O97 P99 R98 Q98  
5 5 0 ..QOOO..Q.CPAAQ.CPDD...P...BEERRRB.. B97 R97 D97 Q97 E99  
5 5 0 ..QOOO..QB.PAAQBCP.DD.CPEE......RRR. E97 R99 C99 D98 Q97  
5 5 0 OOO..P...BCPAA.BCPDDQ.....QEE...QRRR P99 O97 Q94 D97 Q97  
5 5 0 OOO......B.PAA.BCPDDQ.CP..QEE...QRRR C99 O97 Q94 D97 Q97  
5 5 0 OOOB....QBC.AAQ.CP..QDDP...EEP.RRR.. B99 O97 P99 R98 Q98  
5 5 0 OOO.C....BCPAA.B.PDDQ..P..QEE...QRRR C99 O97 Q94 D97 Q97  
5 5 0 OOOB.....BCPAA..CPDDQ..P..QEE...QRRR B99 O97 Q94 D97 Q97  
5 5 0 ..QOOO..Q.CPAAQ.CPDD.B.P...BEERRR... B98 R97 D97 Q97 E99  
5 5 0 ..QOOO..QB.PAAQBCP.DD.CPEE.....RRR.. E97 R98 C99 D98 Q97  
5 5 0 ..OOOP..QBCPAAQBCP..QDD.....EE.RRR.. E99 R98 P99 Q98 O99  
5 5 0 .OOOCP...BCPAAQB.P..QDD...QEE...RRR. C99 P99 O98 R99 Q99  
5 5 0 ..QOOO..QB.PAAQBCPDD..CP....EE.RRR.. C99 R98 D97 Q97 E99  
5 5 0 ...OOO....C.AA.BCPDDQB.P..QEEP..QRRR P99 B99 Q94 D97 Q97  
5 5 0 OOO.......CPAA.BCPDDQB.P..QEE...QRRR O97 B99 Q94 D97 Q97  
5 5 0 ..QOOO..QB.PAAQBCP.DD.CP.EE...RRR... R97 E98 C99 D98 Q97  
5 5 0 ..QOOO..Q..PAAQ.CPDD.BCP...BEE...RRR B98 C99 D97 Q97 E99  
5 5 0 OOO..P..QBCPAAQBCP..Q.DD...EE..RRR.. R98 Q98 D99 P99 O97  
5 5 0 .OOOCP...BCPAAQB.P..QDD...QEE..RRR.. R98 Q99 C99 P99 O98  
5 5 0 OOOB....QBCPAAQ.CP..QDDPEE.....RRR.. E97 B99 O97 R98 Q98  
5 5 0 .OOO......CPAA.BCPDDQB.P..QEE...QRRR O98 B99 Q94 D97 Q97  
5 5 0 ..OOO.....CPAA.BCPDDQB.P..QEE...QRRR O99 B99 Q94 D97 Q97  
5 5 0 ..QOOO..QB.PAAQBCP.DD.CP..EE..RRR... R97 E99 C99 D98 Q97  
5 5 0 ..QOOO..Q...AAQBCP.DDBCP...EEP...RRR C99 P99 B99 D98 Q97  
5 5 0 ..QOOO..Q.CPAAQBCP.DDB.P..EE...RRR.. R98 E99 B99 D98 Q97  
5 5 0 ..QOOO..QB..AAQBCP.DD.CPEE...P...RRR E97 P99 C99 D98 Q97  
5 5 0 ..QOOO..QB..AAQBCP.DD.CP..EE.P...RRR P99 E99 C99 D98 Q97  
5 5 0 ..QOOO..Q.C.AAQBCP.DDB.P..EE.P...RRR P99 E99 B99 D98 Q97  
5 5 0 ..QOOO..Q..PAAQB.P.DDBCP..EEC....RRR C98 E99 B99 D98 Q97  
5 5 0 ..QOOO..Q..PAAQBCP.DDBCPEE.......RRR E97 B99 C99 D98 Q97  
5 5 0 ..QOOO..Q..PAAQBCP.DDBCP..EE.....RRR C99 E99 B99 D98 Q97  
5 5 0 ..QOOO..Q.CPAAQBCP.DDB.P.EE....RRR.. R98 E98 B99 D98 Q97  
5 5 0 .OOO.P..QBCPAAQBCP..QDD.EE.....RRR.. E97 P99 O98 R98 Q98  
5 5 0 ...OOO...BC.AAQBC.DDQ..P..QEEPRRR..P Q95 P98 D97 R97 Q97  
5 5 0 .OOOCP...BCPAAQB.P..QDD...QEE.RRR... R97 Q99 C99 P99 O98  
5 5 0 ..QOOO..Q.C.AAQBCP.DDB.P.EE..P...RRR P99 E98 B99 D98 Q97  
5 5 0 ..QOOO..Q..PAAQB.P.DDBCP.EE.C....RRR C98 E98 B99 D98 Q97  
5 5 0 .OOO.P...BCPAAQBCP..QDD...Q.EE.RRR.. R98 Q99 P99 O98 E99  
5 5 0 ..QOOO..Q..PAAQBCP.DDBCP.EE......RRR C99 E98 B99 D98 Q97  
5 5 0 ..OOOP..QBCPAAQBCP..Q.DDEE.......RRR E97 D99 P99 Q98 O99  
5 5 0 ..QOOO..QB.PAAQBCPDD..CP.EE...RRR... E98 C99 D97 R97 Q97  
5 5 0 ..QOOO..Q.CPAAQBCPDD.B.P.EE...RRR... E98 B99 D97 R97 Q97  
5 5 0 ..OOOP..QBCPAAQBCP..Q.DD.EE......RRR E98 D99 P99 Q98 O99  
5 5 0 ..OOOP..QBCPAAQBCP..Q.DD..EE.....RRR E99 D99 P99 Q98 O99  
5 5 0 ..QOOO..QB.PAAQBCPDD..CP..EE..RRR... E99 C99 D97 R97 Q97  
5 5 0 ..OOOP..QBCPAAQBCP..Q.DD....EE...RRR E99 D99 P99 Q98 O99  
5 5 0 ..OOOP..Q.CPAAQBCP..QBDD...EE....RRR B99 D99 P99 Q98 O99  
5 5 0 OOO..P..QBCPAAQBCP..QDD.EE.....RRR.. E97 P99 O97 R98 Q98  
5 5 0 .OOOC....BC.AAQB....QDDP..QEEP.RRR.P C99 P98 O98 R98 Q99  
5 5 0 .OOOC....BC.AAQB.P..QDDP..QEEP.RRR.. P99 C99 O98 R98 Q99  
5 5 0 ..QOOO..QB.PAAQB.P.DD.CPEE..C...RRR. R99 C98 D98 E97 Q97  
5 5 0 ..QOOO..Q.C.AAQBC..DDB.P...EEP..RRRP P98 R99 B99 D98 Q97  
5 5 0 ..QOOO..Q..PAAQBCP.DDBCP...EE...RRR. C99 R99 B99 D98 Q97  
5 5 0 .OOOCP...BCP.AAB.P..Q.DD..QEE...QRRR D99 A99 C99 P99 O98  
5 5 0 ..OOO....BCPAAQBCPDDQ..P..QEE..RRR.. R98 O99 Q95 D97 Q97  
5 5 0 ..OOO....BCPAAQBCPDDQ..P..Q.EE...RRR E99 O99 Q95 D97 Q97  
5 5 0 OOOB.P..QBCPAAQ.CP..QDD....EE..RRR.. B99 P99 O97 R98 Q98  
5 5 0 .OOOC....BCPAAQB.P..QDDP..Q.EE.RRR.. E99 C99 O98 R98 Q99  
5 5 0 ..OOOP...BCPAAQBCPDDQ.....QEE....RRR P99 O99 Q95 D97 Q97  
5 5 0 .OOO.....BCPAAQBCPDDQ..P..Q.EE...RRR E99 O98 Q95 D97 Q97  
5 5 0 .OOO.P...BCPAAQBCP..Q.DD..QEE..RRR.. D99 P99 O98 R98 Q99  
5 5 0 .OOO.P...BCPAAQBCPDDQ.....QEE....RRR P99 O98 Q95 D97 Q97  
5 5 0 .OOOC....BCPAAQB.PDDQ..P..QEE....RRR C99 O98 Q95 D97 Q97  
5 5 0 .OOOC...QBCPAAQB.P..QDDPEE.....RRR.. E97 C99 O98 R98 Q98  
5 5 0 .OOO.P...BCPAAQBCP..Q.DD..QEE.RRR... D99 P99 O98 R97 Q99  
5 5 0 ..QOOO..Q..PAAQ.CP.DDBCPEE.B.....RRR B98 C99 D98 E97 Q97  
5 5 0 OOO......BCPAAQBCPDDQ..P..QEE..RRR.. R98 O97 Q95 D97 Q97  
5 5 0 OOO......BCPAAQBCPDDQ..P..Q.EE...RRR E99 O97 Q95 D97 Q97  
5 5 0 .OOO.P..QBCPAAQBCP..Q.DD....EE...RRR Q98 D99 P99 O98 E99  
5 5 0 OOO..P...BCPAAQBCPDDQ.....QEE....RRR P99 O97 Q95 D97 Q97  
5 5 0 OOO.C....BCPAAQB.PDDQ..P..QEE....RRR C99 O97 Q95 D97 Q97  
5 5 0 .OOOC....BC.AAQB....QDDP..QEEPRRR..P P98 C99 O98 R97 Q99  
5 5 0 ..QOOO..QB.PAAQB.P.DD.CPEE..C..RRR.. R98 C98 D98 E97 Q97  
5 5 0 OOOB.....BCPAAQ.CPDDQ..P..QEE....RRR B99 O97 Q95 D97 Q97  
5 5 0 ..OOOP..QBCPAAQBCP..QDD...EE...RRR.. P99 R98 E99 Q98 O99  
5 5 0 .OOOC....BC.AAQB.P..QDDP..QEEPRRR... P99 C99 O98 R97 Q99  
5 5 0 ..QOOO..Q..PAAQBCP.DDBCP....EE...RRR B99 C99 D98 Q97 E99  
5 5 0 ...OOO....CPAAQBCPDDQB.P..QEE..RRR.. R98 B99 Q95 D97 Q97  
5 5 0 ..QOOO..Q.CPAAQBCP.DDB.PEE.....RRR.. R98 B99 D98 E97 Q97  
5 5 0 ..QOOO..QBC.AAQBC...DD.P..EE.PRRR..P P98 D99 E99 R97 Q97  
5 5 0 ..OOOP....CP.AABCP..QBDD..QEE...QRRR B99 D99 P99 A99 O99  
5 5 0 .OOOCP..QBCPAAQB.P..QDD.....EE...RRR E99 C99 P99 O98 Q98  
5 5 0 ..QOOO..QB.PAAQB.PDD..CP.EE.C..RRR.. R98 C98 D97 E98 Q97  
5 5 0 .OOO.P..Q.CPAAQBCP..QBDD...EE....RRR B99 D99 P99 O98 Q98  
5 5 0 ...OOO....CPAAQBCPDDQB.P..Q.EE...RRR E99 B99 Q95 D97 Q97  
5 5 0 OOO.......CPAAQBCPDDQB.P..QEE....RRR O97 B99 Q95 D97 Q97  
5 5 0 ..QOOO..Q.CPAAQ.CP.DDB.PEE.B....RRR. R99 B98 D98 E97 Q97  
5 5 0 .OOO......CPAAQBCPDDQB.P..QEE....RRR O98 B99 Q95 D97 Q97  
5 5 0 ..OOO.....CPAAQBCPDDQB.P..QEE....RRR O99 B99 Q95 D97 Q97  
5 5 0 ..QOOO..QBC.AAQBC..DD..P..EE.PRRR..P D98 P98 E99 R97 Q97  
5 5 0 ..QOOO..QB.PAAQB.P..DDCP..EEC.RRR... C98 D99 E99 R97 Q97  
5 5 0 ...OOO...B.PAAQBCPDDQ.CP..QEE..RRR.. R98 C99 Q95 D97 Q97  
5 5 0 ...OOO...B.PAAQBCPDDQ.CP..Q.EE...RRR E99 C99 Q95 D97 Q97  
5 5 0 ..QOOO..QB.PAAQB.P..DD.P..EEC.RRR.C. C97 D99 E99 R97 Q97  
5 5 0 OOO......B.PAAQBCPDDQ.CP..QEE....RRR O97 C99 Q95 D97 Q97  
5 5 0 .OOO.....B.PAAQBCPDDQ.CP..QEE....RRR O98 C99 Q95 D97 Q97  
5 5 0 ...OOO...BCPAAQBCPDDQ..PEEQ.....RRR. Q95 D97 E97 R99 Q97  
5 5 0 ..QOOO..QBC.AAQBC.DD...PEE...P..RRRP P98 D97 E97 R99 Q97  
5 5 0 .OOOCP..QBCPAAQB.P..QDD.EE.......RRR E97 C99 P99 O98 Q98  
5 5 0 ..OOO....B.PAAQBCPDDQ.CP..QEE....RRR O99 C99 Q95 D97 Q97  
5 5 0 ..QOOO..Q.CPAAQ.CP.DDB.P...BEE..RRR. B98 R99 D98 Q97 E99  
5 5 0 ...OOO..QBCPAAQBCPDDQ..PEE......RRR. Q96 D97 E97 R99 Q97  
5 5 0 ..QOOO..Q.CPAAQBCP.DDB.P....EE..RRR. B99 R99 D98 Q97 E99  
5 5 0 OOO......BC.AAQBCPDDQ..P..QEEP...RRR O97 P99 Q95 D97 Q97  
5 5 0 ..QOOO..QBC.AAQBC...DD.P.EE..PRRR..P P98 D99 E98 R97 Q97  
5 5 0 ..QOOO..QBC.AAQBC..DD..P.EE..PRRR..P D98 P98 E98 R97 Q97  
5 5 0 .OOO.....BC.AAQBCPDDQ..P..QEEP...RRR O98 P99 Q95 D97 Q97  
5 5 0 ..OOO....BC.AAQBCPDDQ..P..QEEP...RRR O99 P99 Q95 D97 Q97  
5 5 0 ..QOOO..QB.PAAQB.P..DD.P.EE.C.RRR.C. C97 D99 E98 R97 Q97  
5 5 0 ...OOO...BC.AAQBC.DDQ..P..QEEP..RRRP P98 R99 Q95 D97 Q97  
5 5 0 ...OOO...BC.AAQBCPDDQ..P..QEEP..RRR. P99 R99 Q95 D97 Q97  
5 5 0 OOOB....QBC.AAQ.CP..QDDPEE...P...RRR E97 P99 Q98 B99 O97  
5 5 0 ...OOO..QBCPAAQBCPDDQ..PEE.....RRR.. R98 Q96 D97 E97 Q97  
5 5 0 ..QOOO..QB.PAAQB.PDD..CPEE..C..RRR.. R98 C98 D97 E97 Q97  
5 5 0 ..QOOO..QB.PAAQB.PDD..CP.EE.C.RRR... R97 C98 D97 E98 Q97  
5 5 0 ...OOO....CPAAQBCPDDQB.P..QEE...RRR. B99 R99 Q95 D97 Q97  
5 5 0 OOO......BCPAAQBCPDDQ..P..QEE...RRR. O97 R99 Q95 D97 Q97  
5 5 0 ...OOO...BCPAAQBCPDDQ..PEEQ....RRR.. R98 Q95 D97 E97 Q97  
5 5 0 .OOO.....BCPAAQBCPDDQ..P..QEE...RRR. O98 R99 Q95 D97 Q97  
5 5 0 ..OOO....BCPAAQBCPDDQ..P..QEE...RRR. O99 R99 Q95 D97 Q97  
5 5 0 ...OOO..QB.PAAQB.PDDQ.CPEE..C....RRR C98 Q96 D97 E97 Q97  
5 5 0 ...OOO...B.PAA.B.PDDQ.CPEEQ.C...QRRR Q94 C98 D97 E97 Q97  
5 5 0 OOOBCP...BCP...AAP..QDD...QEE...QRRR P99 A97 B99 C99 O97  
5 5 0 ..QOOO..Q.CPAAQ.CP.DDB.P...BEE.RRR.. B98 R98 D98 Q97 E99  
5 5 0 ...OOO...BC.AA.BCPDDQ..PEEQ..P..QRRR Q94 P99 D97 E97 Q97  
5 5 0 ..QOOO..Q.CPAAQBCP.DDB.P....EE.RRR.. B99 R98 D98 Q97 E99  
5 5 0 ..QOOO..QBC.AAQBCP..DD.P.EE..P.RRR.. E98 D99 R98 Q97 P99  
5 5 0 OOOB.....BC.AAQ.C...QDDP..QEEPRRR..P P98 R97 Q99 B99 O97  
5 5 0 ...OOO...B.PAA.BCPDDQ.CPEEQ.....QRRR Q94 C99 D97 E97 Q97  
5 5 0 ...OOO..QB.PAAQB.PDDQ.CP.EE.C....RRR Q96 C98 D97 E98 Q97  
5 5 0 ..QOOO..QB..AAQBCP..DDCP...EEP.RRR.. C99 D99 R98 Q97 P99  
5 5 0 ..QOOO..QBC.AAQBCP.DD..P.EE..P.RRR.. E98 D98 R98 Q97 P99  
5 5 0 ..QOOO..QBC.AAQBC.DD...PEE...P.RRR.P P98 D97 E97 R98 Q97  
5 5 0 ..QOOO..QB..AAQBCP.DD.CP...EEP.RRR.. C99 D98 R98 Q97 P99  
5 5 0 ..QOOO..Q.C.AAQBCP.DDB.P...EEP.RRR.. B99 D98 R98 Q97 P99  
5 5 0 ...OOO....CPAA..CPDDQB.PEEQB....QRRR Q94 B98 D97 E97 Q97  
5 5 0 ...OOO....CPAA.BCPDDQB.PEEQ.....QRRR Q94 B99 D97 E97 Q97  
5 5 0 ..QOOO..QBC.AAQBCPDD...P.EE..P.RRR.. E98 D97 R98 Q97 P99  
5 5 0 ..QOOO..Q.C.AAQBCPDD.B.P...EEP.RRR.. B99 D97 R98 Q97 P99  
5 5 0 ..QOOO..Q..PAAQ.CPDD.BCPEE.B.....RRR B98 C99 D97 E97 Q97  
5 5 0 ..QOOO..QBC.AAQBCP.DD..P..EE.P.RRR.. D98 E99 R98 Q97 P99  
5 5 0 ..QOOO..QBC.AAQBCP..DD.P..EE.P.RRR.. D99 E99 R98 Q97 P99  
5 5 0 ..QOOO..QB.PAAQBCPDD..CP.EE....RRR.. R98 C99 D97 E98 Q97  
5 5 0 ..QOOO..Q.CPAAQ.CPDD.B.P.EEB..RRR... R97 B98 D97 E98 Q97  
5 5 0 ..QOOO..QBC.AAQBC...DD.PEE...P..RRRP P98 D99 E97 R99 Q97  
5 5 0 ..QOOO..QB.PAAQB.P.DD..PEE..C..RRRC. C97 D98 E97 R98 Q97  
5 5 0 .OOO.P..QBCPAAQBCP..Q.DDEE.......RRR E97 D99 P99 O98 Q98  
5 5 0 OOO.CP...BCPAAQB.P..Q.DD..QEE....RRR Q99 D99 P99 C99 O97  
5 5 0 OOO.CP...BCP.AAB.P..Q.DD..QEE...QRRR A99 D99 P99 C99 O97  
5 5 0 ...OOO..Q.CPAAQ.CPDDQB.P.EEB.....RRR Q96 B98 D97 E98 Q97  
5 5 0 OOO.CP....CPAA.B.P..QBDD..QEE...QRRR B99 D99 P99 C99 O97  
5 5 0 OOOBCP...BCPAA...P..Q.DD..QEE...QRRR B99 D99 P99 C99 O97  
5 5 0 ..QOOO..Q.CPAAQBCPDD.B.P.EE....RRR.. R98 B99 D97 E98 Q97  
5 5 0 ..QOOO..Q.CPAAQBCPDD.B.P.EE.....RRR. R99 B99 D97 E98 Q97  
5 5 0 ..OOO...QBCPAAQBCPDDQ..P...EE...RRR. R99 O99 Q96 D97 Q97  
5 5 0 ..OOO...QBCPAAQBCPDDQ..PEE.......RRR E97 O99 Q96 D97 Q97  
5 5 0 ..QOOO..QBC.AAQBC..DD..PEE...P..RRRP P98 D98 E97 R99 Q97  
5 5 0 ..OOO...QBCPAAQBCPDDQ..P.EE......RRR E98 O99 Q96 D97 Q97  
5 5 0 ..OOO...QBCPAAQBCPDDQ..P..EE.....RRR E99 O99 Q96 D97 Q97  
5 5 0 ...OOO..QBCPAAQBCPDDQ..P.EE...RRR... R97 Q96 D97 E98 Q97  
5 5 0 ..QOOO..QB.PAAQB.PDD...P.EE.C..RRRC. C97 R98 D97 E98 Q97  
5 5 0 ..QOOO..QBC.AAQBC..DD..PEE...P.RRR.P P98 D98 E97 R98 Q97  
5 5 0 ..OOO...QBCPAAQBCPDDQ..P....EE...RRR E99 O99 Q96 D97 Q97  
5 5 0 ..OOOP..QBCPAAQBCPDDQ......EE....RRR P99 O99 Q96 D97 Q97  
5 5 0 ..QOOO..QBC.AAQBC.DD...P.EE..P.RRR.P P98 R98 D97 E98 Q97  
5 5 0 .OOO....QBCPAAQBCPDDQ..P...EE..RRR.. R98 O98 Q96 D97 Q97  
5 5 0 .OOO....QBCPAAQBCPDDQ..P...EE...RRR. R99 O98 Q96 D97 Q97  
5 5 0 ...OOO..QBCPAAQBCPDDQ..P.EE....RRR.. R98 Q96 D97 E98 Q97  
5 5 0 ..QOOO..QB.PAAQB.P..DDCPEE..C...RRR. C98 D99 E97 R99 Q97  
5 5 0 .OOO....QBCPAAQBCPDDQ..PEE.......RRR E97 O98 Q96 D97 Q97  
5 5 0 .OOO....QBCPAAQBCPDDQ..P.EE......RRR E98 O98 Q96 D97 Q97  
5 5 0 ...OOO..QBCPAAQBCPDDQ..P.EE.....RRR. R99 Q96 D97 E98 Q97  
5 5 0 .OOO....QBCPAAQBCPDDQ..P..EE.....RRR E99 O98 Q96 D97 Q97  
5 5 0 .OOO....QBCPAAQBCPDDQ..P....EE...RRR E99 O98 Q96 D97 Q97  
5 5 0 ..QOOO..QBC.AAQBC...DD.PEE...P.RRR.P P98 D99 E97 R98 Q97  
5 5 0 ..QOOO..Q.CPAAQ.CPDD...P.EEB..RRRB.. B97 R97 D97 E98 Q97  
5 5 0 OOOB.....BCPAAQ.CP..QDDP..Q.EE.RRR.. E99 R98 Q99 B99 O97  
5 5 0 OOOB.P..QBCPAAQ.CP..QDD.EE.......RRR E97 P99 Q98 B99 O97  
5 5 0 .OOO.P..QBCPAAQBCPDDQ......EE....RRR P99 O98 Q96 D97 Q97  
5 5 0 .OOOC...QBCPAAQB.PDDQ..P...EE....RRR C99 O98 Q96 D97 Q97  
5 5 0 ..QOOO..QB.PAAQB.PDD...P.EE.C.RRR.C. C97 R97 D97 E98 Q97  
5 5 0 OOO.....QBCPAAQBCPDDQ..P...EE...RRR. R99 O97 Q96 D97 Q97  
5 5 0 OOO.....QBCPAAQBCPDDQ..PEE.......RRR E97 O97 Q96 D97 Q97  
