0 0 0 BB...OP..Q.OPAAQ.OP..Q..C...DDC.RRR.  
2 1 1 .BB..OP..Q.OPAAQ.OP..Q..C...DDC.RRR. B99  
2 1 1 ...BBOP..Q.OPAAQ.OP..Q..C...DDC.RRR. B97  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..C..DD.C.RRR. D99  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..C...DDCRRR.. R99  
2 1 1 BB...OP....OPAAQ.OP..Q..C..QDDC.RRR. Q99  
2 1 1 ..BB.OP..Q.OPAAQ.OP..Q..C...DDC.RRR. B98  
2 1 1 BB.Q.OP..Q.OPAAQ.OP.....C...DDC.RRR. Q99  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..C...DDC..RRR R99  
2 1 1 BB....P..Q.OPAAQ.OP..Q.OC...DDC.RRR. O99  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..CDD...C.RRR. D97  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..C.DD..C.RRR. D98  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..C..DD.C.RRR. D99 B99  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..C...DDCRRR.. R99 B99  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..C..DD.C..RRR R99 D99  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..C..DD.CRRR.. R99 D99  
3 2 1 BB...OP....OPAAQ.OP..Q..CDDQ..C.RRR. Q99 D97  
3 2 1 BB....P..Q..PAAQ..P..Q.OC.DD.OC.RRRO O97 D98  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....C..DD.C.RRR. Q99 D99  
3 2 1 .BB..OP....OPAAQ.OP..Q..C..QDDC.RRR. Q99 B99  
3 2 1 BB....P..Q..PAAQ..P..Q.OC..DDOC.RRRO O97 D99  
3 2 1 BB....P..Q..PAAQ.OP..Q.OC..DDOC.RRR. O98 D99  
3 2 1 .BBQ.OP..Q.OPAAQ.OP.....C...DDC.RRR. Q99 B99  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..C...DDCRRR.. R99 B97  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OC..DD.C.RRR. O99 D99  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..C..DD.C.RRR. B98 D99  
3 2 1 BB....P..Q..PAAQ.OP..Q.OC.DD.OC.RRR. O98 D98  
3 2 1 PBB..OP..Q.OPAAQ.O...Q..C...DDC.RRR. P99 B99  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..C...DDC..RRR R99 B97  
3 2 1 BB....P..Q..PAAQ..P..Q.OCDD..OC.RRRO O97 D97  
3 2 1 BB....P..Q..PAAQ.OP..Q.OCDD..OC.RRR. O98 D97  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..CDD...C.RRR. D97 B97  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OC.DD..C.RRR. D98 O99  
3 2 1 ....BBP..Q.OPAAQ.OP..Q.OC...DDC.RRR. B96 O99  
3 2 1 .BB...P..Q.OPAAQ.OP..Q.OC...DDC.RRR. O99 B99  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..C.DD..C.RRR. D98 B97  
3 2 1 BB...OP....OPAAQ.OP..Q..C..QDDC..RRR R99 Q99  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..C.DD..C..RRR D98 R99  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OCDD...C.RRR. D97 O99  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OC...DDC..RRR O99 R99  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..C..DD.C.RRR. D99 B97  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....CDD...C.RRR. D97 Q99  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....C.DD..C.RRR. D98 Q99  
3 2 1 ...BBOP....OPAAQ.OP..Q..C..QDDC.RRR. Q99 B97  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..CDD...CRRR.. D97 R99  
3 2 1 BB.Q..P..Q.OPAAQ.OP....OC...DDC.RRR. O99 Q99  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..CDD...C.RRR. D97 B98  
3 2 1 P..BBOP..Q.OPAAQ.O...Q..C...DDC.RRR. P99 B97  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..C.DD..C.RRR. D98 B98  
3 2 1 P.BB.OP..Q.OPAAQ.O...Q..C...DDC.RRR. P99 B98  
3 2 1 ...BB.P..Q.OPAAQ.OP..Q.OC...DDC.RRR. O99 B97  
3 2 1 ..BB..P..Q.OPAAQ.OP..Q.OC...DDC.RRR. O99 B98  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..C...DDC..RRR R99 B98  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..CDD...C..RRR D97 R99  
3 2 1 BB....P....OPAAQ.OP..Q.OC..QDDC.RRR. O99 Q99  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..C...DDC..RRR R99 B99  
3 2 1 ..BB.OP....OPAAQ.OP..Q..C..QDDC.RRR. B98 Q99  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..C.DD..CRRR.. D98 R99  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..CDD...C.RRR. D97 B99  
3 2 1 BB...OP....OPAAQ.OP..Q..C..QDDCRRR.. Q99 R99  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....C...DDC..RRR R99 Q99  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....C...DDCRRR.. Q99 R99  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..C.DD..C.RRR. D98 B99  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OC...DDCRRR.. O99 R99  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..C...DDCRRR.. B98 R99  
5 4 1 ...BB.P..Q..PAAQ.OP..Q.OCDD..OCRRR.. R99 B97 O98 D97  
5 4 1 P...BBP..Q..PAAQ.....Q.OC..DDOC.RRRO P99 B96 O97 D99  
5 4 1 ...QBBP..Q..PAAQ.OP....OC.DD.OC.RRR. Q99 B96 O98 D98  
5 4 1 .BB...P.....PAAQ.OP..Q.OCDDQ.OC.RRR. Q99 B99 O98 D97  
5 4 1 BB.Q..P..Q..PAAQ..P....OCDD..OCRRR.O R99 Q99 O97 D97  
5 4 1 BB.Q..P..Q..PAAQ..P....OC.DD.OCRRR.O Q99 R99 O97 D98  
5 4 1 P..BBOP....OPAAQ.O...Q..C..QDDC..RRR P99 Q99 R99 B97  
5 4 1 P...BBP..Q..PAAQ.O...Q.OC.DD.OC.RRR. P99 B96 O98 D98  
5 4 1 .BBQ..P..Q..PAAQ.OP....OC.DD.OC.RRR. B99 Q99 O98 D98  
5 4 1 PBB..OP..Q.OPAAQ.OC..Q..C...DD.RRR.. C99 P99 R99 B99  
5 4 1 ....BBP..Q..PAAQ.OP..Q.OC..DDOC..RRR R99 B96 O98 D99  
5 4 1 ...QBBP..Q..PAAQ.OP....OC..DDOC.RRR. Q99 B96 O98 D99  
5 4 1 ....BBP..Q..PAAQ..P..Q.OCDD..OCRRR.O R99 B96 O97 D97  
5 4 1 BB.Q..P..Q..PAAQ.OP....OC..DDOCRRR.. O98 Q99 R99 D99  
5 4 1 P...BBP..Q..PAAQ.O...Q.OC..DDOC.RRR. P99 B96 O98 D99  
5 4 1 ..BB..P..Q..PAAQ.OP..Q.OC.DD.OC..RRR B98 R99 O98 D98  
5 4 1 ....BBP.....PAAQ..P..Q.OCDDQ.OC.RRRO Q99 B96 O97 D97  
5 4 1 .BB...P..Q..PAAQ.OP..Q.OC.DD.OC..RRR B99 R99 O98 D98  
5 4 1 PBB...P....OPAAQ.O...Q.OC..QDDC.RRR. Q99 O99 P99 B99  
5 4 1 ...BB.P..Q..PAAQ..P..Q.OCDD..OCRRR.O R99 B97 O97 D97  
5 4 1 PBB..OP..Q.OPAAQ.O...Q..C..DD.C..RRR P99 R99 D99 B99  
5 4 1 BB....P.....PAAQ..P..Q.OCDDQ.OCRRR.O O97 R99 Q99 D97  
5 4 1 PBBQ..P..Q.OPAAQ.O.....OC...DDC.RRR. Q99 O99 P99 B99  
5 4 1 PBB..OP....OPAAQ.OC..Q..C..QDD..RRR. Q99 C99 P99 B99  
5 4 1 ..BB..P..Q..PAAQ..P..Q.OCDD..OCRRR.O R99 B98 O97 D97  
5 4 1 PBBQ.OP..Q.OPAAQ.OC.....C...DD..RRR. Q99 C99 P99 B99  
5 4 1 PBB...P..Q.OPAAQ.OC..Q.OC...DD..RRR. O99 C99 P99 B99  
5 4 1 .BB...P.....PAAQ..P..Q.OCDDQ.OC.RRRO Q99 B99 O97 D97  
5 4 1 PBBQ.OP..Q.OPAAQ.O......C..DD.C.RRR. P99 Q99 D99 B99  
5 4 1 PBBQ.OP..Q.OPAAQ.O......C.DD..C.RRR. Q99 D98 P99 B99  
5 4 1 PBB...P..Q..PAAQ.....Q.OC.DD.OC.RRRO O97 D98 P99 B99  
5 4 1 P..BBOP..Q.OPAAQ.O...Q..C.DD..C..RRR P99 D98 R99 B97  
5 4 1 PBB...P..Q..PAAQ.O...Q.OC.DD.OC.RRR. O98 D98 P99 B99  
5 4 1 PBB...P..Q.OPAAQ.O...Q.OC.DD..C.RRR. O99 D98 P99 B99  
5 4 1 PBB..OP..Q.OPAAQ.OC..Q..C..DD...RRR. C99 P99 D99 B99  
5 4 1 PBB..OP..Q.OPAAQ.O...Q..CDD...C..RRR R99 D97 P99 B99  
5 4 1 PBBQ.OP..Q.OPAAQ.O......C...DDC..RRR P99 R99 Q99 B99  
5 4 1 PBB..OP..Q.OPAAQ.O...Q..C.DD..C..RRR R99 D98 P99 B99  
5 4 1 BB.Q..P..Q..PAAQ.OP....OC.DD.OCRRR.. R99 Q99 O98 D98  
5 4 1 P..BBOP..Q.OPAAQ.O...Q..C..DD.CRRR.. D99 P99 R99 B97  
5 4 1 .BBQ..P..Q.OPAAQ.OP....OC...DDC..RRR O99 R99 Q99 B99  
5 4 1 ...BB.P..Q.OPAAQ.OP..Q.OCDD...C..RRR D97 O99 R99 B97  
5 4 1 .BB...P....OPAAQ.OP..Q.OC..QDDC..RRR O99 R99 Q99 B99  
5 4 1 PBB..OP....OPAAQ.O...Q..CDDQ..C.RRR. Q99 D97 P99 B99  
5 4 1 PBBQ.OP..Q.OPAAQ.O......CDD...C.RRR. Q99 D97 P99 B99  
5 4 1 PBB..OP..Q.OPAAQ.OC..Q..CDD.....RRR. C99 D97 P99 B99  
5 4 1 .BBQ.OP..Q.OPAAQ.OP.....C.DD..C..RRR D98 R99 Q99 B99  
5 4 1 PBB...P..Q.OPAAQ.O...Q.OCDD...C.RRR. O99 D97 P99 B99  
5 4 1 ...BB.P..Q.OPAAQ.OP..Q.OC..DD.C..RRR D99 O99 R99 B97  
5 4 1 PBB..OP....OPAAQ.O...Q..C..QDDC..RRR P99 R99 Q99 B99  
5 4 1 PBB...P..Q..PAAQ.....Q.OC..DDOC.RRRO O97 P99 D99 B99  
5 4 1 PBB...P..Q..PAAQ.O...Q.OC..DDOC.RRR. O98 P99 D99 B99  
5 4 1 PBB..OP..Q.OPAAQ.OC..Q..C.DD....RRR. C99 D98 P99 B99  
5 4 1 PBB..OP..Q.OPAAQ.OC..Q..C...DD...RRR R99 C99 P99 B99  
5 4 1 ....BBP..Q..PAAQ.OP..Q.OC..DDOCRRR.. R99 B96 O98 D99  
5 4 1 PBB...P..Q.OPAAQ.O...Q.OC..DD.C.RRR. O99 P99 D99 B99  
5 4 1 P..BBOP..Q.OPAAQ.OC..Q..C...DD...RRR C99 P99 R99 B97  
5 4 1 PBB..OP..Q.OPAAQ.OC..Q..C...DDRRR... R98 C99 P99 B99  
5 4 1 P..BB.P..Q.OPAAQ.O...Q.OC...DDC..RRR O99 P99 R99 B97  
5 4 1 ...BB.P....OPAAQ.OP..Q.OC..QDDC..RRR O99 Q99 R99 B97  
5 4 1 PBB...P..Q.OPAAQ.O...Q.OC...DDC..RRR R99 O99 P99 B99  
5 4 1 ....BBP..Q..PAAQ.OP..Q.OC.DD.OC..RRR B96 R99 O98 D98  
5 4 1 BB....P.....PAAQ.OP..Q.OCDDQ.OCRRR.. O98 R99 Q99 D97  
5 4 1 BB....P....OPAAQ.OP..Q.OCDDQ..CRRR.. O99 R99 Q99 D97  
5 4 1 BB.Q..P..Q..PAAQ.OP....OC.DD.OC..RRR Q99 R99 O98 D98  
5 4 1 ...BBOP....OPAAQ.OP..Q..CDDQ..CRRR.. B97 R99 Q99 D97  
5 4 1 ..BB.OP....OPAAQ.OP..Q..CDDQ..CRRR.. B98 R99 Q99 D97  
5 4 1 ....BBP..Q..PAAQ.OP..Q.OC.DD.OCRRR.. R99 B96 O98 D98  
5 4 1 ...BB.P..Q..PAAQ.OP..Q.OC.DD.OCRRR.. R99 B97 O98 D98  
5 4 1 P..BB.P..Q.OPAAQ.O...Q.OC..DD.C.RRR. P99 B97 O99 D99  
5 4 1 ...BBOP....OPAAQ.OP..Q..CDDQ..C..RRR Q99 D97 R99 B97  
5 4 1 .BBQ..P..Q..PAAQ.OP....OC..DDOC.RRR. O98 Q99 D99 B99  
5 4 1 .BBQ..P..Q.OPAAQ.OP....OC..DD.C.RRR. O99 Q99 D99 B99  
5 4 1 ....BBP..Q..PAAQ..P..Q.OC..DDOCRRR.O R99 B96 O97 D99  
5 4 1 ...BB.P..Q..PAAQ.OP..Q.OC.DD.OC..RRR O98 D98 R99 B97  
5 4 1 ...BB.P..Q.OPAAQ.OP..Q.OC.DD..C..RRR O99 D98 R99 B97  
5 4 1 ..BB..P..Q..PAAQ.OP..Q.OC.DD.OCRRR.. R99 B98 O98 D98  
5 4 1 ...BB.P..Q.OPAAQ.OP..Q.OC..DD.CRRR.. R99 B97 O99 D99  
5 4 1 PBB...P..Q..PAAQ.....Q.OCDD..OC.RRRO P99 B99 O97 D97  
5 4 1 .BB...P..Q..PAAQ.OP..Q.OC..DDOC..RRR O98 R99 D99 B99  
5 4 1 ...BB.P..Q.OPAAQ.OP..Q.OCDD...CRRR.. O99 D97 R99 B97  
5 4 1 .BB...P..Q.OPAAQ.OP..Q.OC..DD.C..RRR O99 R99 D99 B99  
5 4 1 ..BB..P.....PAAQ..P..Q.OCDDQ.OC.RRRO Q99 B98 O97 D97  
5 4 1 P.BB..P..Q..PAAQ.O...Q.OC.DD.OC.RRR. P99 B98 O98 D98  
5 4 1 ..BB..P..Q.OPAAQ.OP..Q.OC..DD.C..RRR R99 B98 O99 D99  
5 4 1 ...BB.P....OPAAQ.OP..Q.OC..QDDCRRR.. O99 Q99 R99 B97  
5 4 1 P.BB..P..Q..PAAQ.....Q.OCDD..OC.RRRO P99 B98 O97 D97  
5 4 1 ...BB.P.....PAAQ..P..Q.OCDDQ.OC.RRRO Q99 B97 O97 D97  
5 4 1 P.BB.OP..Q.OPAAQ.O...Q..C..DD.CRRR.. R99 P99 B98 D99  
5 4 1 ....BBP..Q..PAAQ..P..Q.OC.DD.OCRRR.O B96 R99 O97 D98  
5 4 1 ...BB.P..Q..PAAQ..P..Q.OC.DD.OCRRR.O B97 R99 O97 D98  
5 4 1 ....BBP..Q.OPAAQ.OP..Q.OC..DD.CRRR.. R99 B96 O99 D99  
5 4 1 P..BBOP....OPAAQ.O...Q..C..QDDCRRR.. P99 Q99 R99 B97  
5 4 1 ..BB..P..Q..PAAQ..P..Q.OC.DD.OCRRR.O B98 R99 O97 D98  
5 4 1 BB.Q..P..Q.OPAAQ.OP....OC..DD.CRRR.. O99 Q99 R99 D99  
5 4 1 P..BBOP..Q.OPAAQ.O...Q..C.DD..CRRR.. P99 D98 R99 B97  
5 4 1 ...QBBP..Q..PAAQ..P....OCDD..OC.RRRO Q99 B96 O97 D97  
5 4 1 P...BBP..Q..PAAQ.....Q.OCDD..OC.RRRO P99 B96 O97 D97  
5 4 1 P..BB.P..Q.OPAAQ.O...Q.OC...DDCRRR.. O99 P99 R99 B97  
5 4 1 .BBQ..P..Q..PAAQ..P....OC.DD.OC.RRRO O97 D98 Q99 B99  
5 4 1 ..BB.OP....OPAAQ.OP..Q..CDDQ..C..RRR Q99 R99 D97 B98  
5 4 1 BB.Q..P..Q.OPAAQ.OP....OC.DD..C..RRR O99 Q99 D98 R99  
5 4 1 P...BBP..Q.OPAAQ.O...Q.OC...DDCRRR.. P99 R99 B96 O99  
5 4 1 P.BB..P..Q.OPAAQ.O...Q.OC..DD.C.RRR. O99 P99 B98 D99  
5 4 1 .BBQ..P..Q..PAAQ..P....OCDD..OC.RRRO B99 Q99 O97 D97  
5 4 1 PBB...P..Q.OPAAQ.O...Q.OC...DDCRRR.. O99 P99 R99 B99  
5 4 1 .BBQ..P..Q.OPAAQ.OP....OCDD...C.RRR. O99 D97 Q99 B99  
5 4 1 PBB...P..Q..PAAQ.O...Q.OCDD..OC.RRR. P99 B99 O98 D97  
5 4 1 ..BB..P.....PAAQ.OP..Q.OCDDQ.OC.RRR. Q99 B98 O98 D97  
5 4 1 BB.Q..P..Q.OPAAQ.OP....OC.DD..CRRR.. Q99 R99 D98 O99  
5 4 1 BB.Q..P..Q.OPAAQ.OP....OCDD...CRRR.. Q99 R99 D97 O99  
5 4 1 P.BB..P..Q..PAAQ.O...Q.OCDD..OC.RRR. P99 B98 O98 D97  
5 4 1 PBB..OP..Q.OPAAQ.O...Q..CDD...CRRR.. P99 D97 R99 B99  
5 4 1 .BB...P..Q.OPAAQ.OP..Q.OCDD...C..RRR D97 R99 O99 B99  
5 4 1 .BB...P..Q..PAAQ..P..Q.OCDD..OCRRR.O O97 D97 R99 B99  
5 4 1 .BB...P..Q..PAAQ.OP..Q.OCDD..OCRRR.. O98 D97 R99 B99  
5 4 1 P..BB.P....OPAAQ.O...Q.OC..QDDC.RRR. P99 O99 Q99 B97  
5 4 1 ..BB..P..Q.OPAAQ.OP..Q.OCDD...C..RRR O99 R99 D97 B98  
5 4 1 P..BBOP..Q.OPAAQ.OC..Q..C.DD....RRR. C99 P99 D98 B97  
5 4 1 .BB...P..Q.OPAAQ.OP..Q.OCDD...CRRR.. O99 D97 R99 B99  
5 4 1 PBBQ.OP..Q.OPAAQ.O......C...DDCRRR.. P99 Q99 R99 B99  
5 4 1 P.BB.OP..Q.OPAAQ.O...Q..CDD...C..RRR P99 R99 D97 B98  
5 4 1 .BBQ..P..Q.OPAAQ.OP....OC...DDCRRR.. O99 Q99 R99 B99  
5 4 1 ...BB.P.....PAAQ.OP..Q.OCDDQ.OC.RRR. Q99 B97 O98 D97  
5 4 1 ....BBP....OPAAQ.OP..Q.OC..QDDCRRR.. Q99 R99 B96 O99  
5 4 1 ..BB..P..Q..PAAQ.OP..Q.OC..DDOCRRR.. R99 B98 O98 D99  
5 4 1 ....BBP.....PAAQ.OP..Q.OCDDQ.OC.RRR. Q99 B96 O98 D97  
5 4 1 ...QBBP..Q..PAAQ.OP....OCDD..OC.RRR. Q99 B96 O98 D97  
5 4 1 ...BB.P..Q..PAAQ.OP..Q.OC..DDOCRRR.. R99 B97 O98 D99  
5 4 1 P...BBP..Q..PAAQ.O...Q.OCDD..OC.RRR. P99 B96 O98 D97  
5 4 1 .BB...P....OPAAQ.OP..Q.OC..QDDCRRR.. O99 Q99 R99 B99  
5 4 1 ...BB.P..Q..PAAQ..P..Q.OC..DDOCRRR.O R99 B97 O97 D99  
5 4 1 ....BBP....OPAAQ.OP..Q.OC..QDDC..RRR B96 O99 R99 Q99  
5 4 1 P..BB.P..Q.OPAAQ.O...Q.OC.DD..C.RRR. O99 P99 D98 B97  
5 4 1 P.BB.OP..Q.OPAAQ.O...Q..CDD...CRRR.. P99 B98 D97 R99  
5 4 1 .BBQ..P..Q..PAAQ.OP....OCDD..OC.RRR. B99 Q99 O98 D97  
5 4 1 ..BB..P..Q.OPAAQ.OP..Q.OC.DD..CRRR.. D98 R99 O99 B98  
5 4 1 ..BB..P..Q..PAAQ..P..Q.OC..DDOCRRR.O R99 B98 O97 D99  
5 4 1 ..BB..P..Q.OPAAQ.OP..Q.OC..DD.CRRR.. D99 R99 O99 B98  
5 4 1 ..BB..P....OPAAQ.OP..Q.OC..QDDCRRR.. Q99 R99 O99 B98  
5 4 1 ..BB..P....OPAAQ.OP..Q.OC..QDDC..RRR B98 O99 R99 Q99  
5 4 1 P..BB.P..Q..PAAQ.....Q.OC.DD.OC.RRRO O97 P99 D98 B97  
5 4 1 P.BB..P..Q.OPAAQ.O...Q.OC...DDCRRR.. P99 R99 O99 B98  
5 4 1 .BBQ.OP..Q.OPAAQ.OP.....CDD...C..RRR B99 R99 D97 Q99  
5 4 1 P..BB.P..Q..PAAQ.....Q.OC..DDOC.RRRO P99 B97 O97 D99  
5 4 1 P..BBOP..Q.OPAAQ.O...Q..CDD...C..RRR R99 P99 D97 B97  
5 4 1 P..BBOP..Q.OPAAQ.OC..Q..CDD.....RRR. C99 P99 D97 B97  
5 4 1 ..BB..P..Q..PAAQ.OP..Q.OC..DDOC..RRR R99 B98 O98 D99  
5 4 1 P..BB.P..Q..PAAQ.O...Q.OC..DDOC.RRR. P99 B97 O98 D99  
5 4 1 P...BBP..Q..PAAQ.....Q.OC.DD.OC.RRRO P99 B96 O97 D98  
5 4 1 P..BBOP....OPAAQ.O...Q..CDDQ..C.RRR. Q99 P99 D97 B97  
5 4 1 P..BB.P..Q..PAAQ.....Q.OCDD..OC.RRRO O97 P99 D97 B97  
5 4 1 ...BB.P..Q..PAAQ.OP..Q.OC..DDOC..RRR R99 B97 O98 D99  
5 4 1 P..BB.P..Q..PAAQ.O...Q.OCDD..OC.RRR. O98 P99 D97 B97  
5 4 1 P..BB.P..Q.OPAAQ.O...Q.OCDD...C.RRR. O99 P99 D97 B97  
5 4 1 P..BBOP..Q.OPAAQ.OC..Q..C..DD...RRR. C99 P99 D99 B97  
5 4 1 ...QBBP..Q..PAAQ..P....OC.DD.OC.RRRO Q99 B96 O97 D98  
5 4 1 BB.Q..P..Q..PAAQ.OP....OCDD..OC..RRR Q99 R99 O98 D97  
5 4 1 ....BBP..Q..PAAQ.OP..Q.OCDD..OC..RRR B96 R99 O98 D97  
5 4 1 ...QBBP..Q.OPAAQ.OP....OC...DDCRRR.. Q99 R99 B96 O99  
5 4 1 ...BB.P..Q..PAAQ.OP..Q.OCDD..OC..RRR B97 R99 O98 D97  
5 4 1 ..BB..P..Q..PAAQ.OP..Q.OCDD..OC..RRR B98 R99 O98 D97  
5 4 1 P.BB..P..Q..PAAQ.....Q.OC.DD.OC.RRRO P99 B98 O97 D98  
5 4 1 ....BBP..Q.OPAAQ.OP..Q.OCDD...CRRR.. B96 R99 D97 O99  
5 4 1 P.BB.OP..Q.OPAAQ.OC..Q..C...DD.RRR.. C99 R99 P99 B98  
5 4 1 ..BB..P..Q.OPAAQ.OP..Q.OC.DD..C..RRR D98 B98 O99 R99  
5 4 1 P.BB..P..Q..PAAQ.O...Q.OC..DDOC.RRR. O98 P99 B98 D99  
5 4 1 .BB...P..Q..PAAQ.OP..Q.OCDD..OC..RRR B99 R99 O98 D97  
5 4 1 .BBQ..P..Q..PAAQ..P....OC..DDOC.RRRO B99 O97 Q99 D99  
5 4 1 P..BBOP....OPAAQ.OC..Q..C..QDD..RRR. C99 P99 Q99 B97  
5 4 1 BB.Q..P..Q.OPAAQ.OP....OC..DD.C..RRR O99 Q99 R99 D99  
5 4 1 .BBQ.OP..Q.OPAAQ.OP.....C..DD.C..RRR B99 Q99 R99 D99  
5 4 1 BB....P....OPAAQ.OP..Q.OCDDQ..C..RRR O99 R99 Q99 D97  
5 4 1 P.BB.OP..Q.OPAAQ.O...Q..C.DD..CRRR.. D98 R99 P99 B98  
5 4 1 PBB..OP..Q.OPAAQ.O...Q..C.DD..CRRR.. P99 D98 R99 B99  
5 4 1 .BB...P..Q..PAAQ..P..Q.OC.DD.OCRRR.O O97 D98 R99 B99  
5 4 1 P..BBOP..Q.OPAAQ.OC..Q..C...DDRRR... R98 C99 P99 B97  
5 4 1 .BB...P..Q..PAAQ.OP..Q.OC.DD.OCRRR.. O98 D98 R99 B99  
5 4 1 .BB...P..Q.OPAAQ.OP..Q.OC.DD..CRRR.. O99 D98 R99 B99  
5 4 1 P.BB.OP..Q.OPAAQ.OC..Q..CDD.....RRR. C99 P99 D97 B98  
5 4 1 P.BB..P..Q.OPAAQ.O...Q.OCDD...C.RRR. O99 P99 D97 B98  
5 4 1 P.BB.OP....OPAAQ.O...Q..C..QDDC..RRR Q99 R99 P99 B98  
5 4 1 PBB..OP..Q.OPAAQ.O...Q..C..DD.CRRR.. P99 R99 D99 B99  
5 4 1 .BB...P..Q..PAAQ..P..Q.OC..DDOCRRR.O O97 R99 D99 B99  
5 4 1 P.BB.OP....OPAAQ.O...Q..CDDQ..C.RRR. Q99 P99 D97 B98  
5 4 1 .BB...P..Q..PAAQ.OP..Q.OC..DDOCRRR.. O98 R99 D99 B99  
5 4 1 .BB...P..Q.OPAAQ.OP..Q.OC..DD.CRRR.. O99 R99 D99 B99  
5 4 1 ....BBP....OPAAQ.OP..Q.OCDDQ..C.RRR. B96 O99 Q99 D97  
5 4 1 P.BB.OP..Q.OPAAQ.OC..Q..C...DD...RRR C99 R99 P99 B98  
5 4 1 P.BB.OP....OPAAQ.O...Q..C..QDDCRRR.. Q99 R99 P99 B98  
5 4 1 ...BB.P....OPAAQ.OP..Q.OCDDQ..C.RRR. B97 O99 Q99 D97  
5 4 1 P.BB.OP..Q.OPAAQ.O...Q..C.DD..C..RRR D98 R99 P99 B98  
5 4 1 ..BB..P....OPAAQ.OP..Q.OCDDQ..C.RRR. B98 O99 Q99 D97  
5 4 1 ....BBP..Q.OPAAQ.OP..Q.OCDD...C..RRR B96 R99 D97 O99  
5 4 1 .BB...P....OPAAQ.OP..Q.OCDDQ..C.RRR. B99 O99 Q99 D97  
5 4 1 ....BBP..Q.OPAAQ.OP..Q.OC.DD..CRRR.. B96 R99 D98 O99  
5 4 1 ....BBP..Q.OPAAQ.OP..Q.OC.DD..C..RRR D98 R99 B96 O99  
5 4 1 P.BB..P..Q..PAAQ.....Q.OC..DDOC.RRRO O97 P99 B98 D99  
5 4 1 P.BB..P..Q.OPAAQ.O...Q.OC...DDC..RRR O99 R99 P99 B98  
5 4 1 P..BB.P..Q.OPAAQ.OC..Q.OC...DD..RRR. O99 C99 P99 B97  
5 4 1 .BB...P..Q.OPAAQ.OP..Q.OC.DD..C..RRR D98 R99 O99 B99  
5 4 1 .BB..OP....OPAAQ.OP..Q..CDDQ..C..RRR B99 R99 Q99 D97  
5 4 1 .BBQ..P..Q.OPAAQ.OP....OC.DD..C.RRR. O99 D98 Q99 B99  
5 4 1 ...BB.P..Q.OPAAQ.OP..Q.OC.DD..CRRR.. O99 D98 R99 B97  
5 4 1 P.BB.OP..Q.OPAAQ.O...Q..C..DD.C..RRR R99 P99 B98 D99  
5 4 1 P.BB..P....OPAAQ.O...Q.OC..QDDC.RRR. P99 Q99 O99 B98  
5 4 1 ....BBP..Q.OPAAQ.OP..Q.OC..DD.C..RRR R99 B96 O99 D99  
5 4 1 P...BBP..Q.OPAAQ.O...Q.OC..DD.C.RRR. P99 B96 O99 D99  
5 4 1 ...QBBP..Q.OPAAQ.OP....OC..DD.C.RRR. Q99 B96 O99 D99  
5 4 1 P.BB.OP..Q.OPAAQ.OC..Q..C...DDRRR... R98 C99 P99 B98  
5 4 1 P...BBP..Q.OPAAQ.O...Q.OCDD...C.RRR. P99 D97 B96 O99  
5 4 1 P...BBP..Q.OPAAQ.O...Q.OC.DD..C.RRR. D98 P99 B96 O99  
5 4 1 P.BB.OP..Q.OPAAQ.OC..Q..C..DD...RRR. C99 P99 B98 D99  
